,Шифр расценки и коды ресурсов,Наименование работ и затрат,Ед. изм.,Unnamed: 3,Наименование СПГЗ,ID,КПГЗ,Единица измерения,Unnamed: 8
4859,4.8-80-1,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 1 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4860,4.8-80-1,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 1 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4861,4.8-80-1,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 1 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4862,4.8-80-1,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 1 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4863,4.8-80-2,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 2 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4864,4.8-80-2,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 2 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4865,4.8-80-2,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 2 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4866,4.8-80-2,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 2 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4867,4.8-80-3,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 3 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4868,4.8-80-3,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 3 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4869,4.8-80-3,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 3 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4870,4.8-80-3,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 3 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4871,4.8-80-4,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 6 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4872,4.8-80-4,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 6 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4873,4.8-80-4,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 6 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4874,4.8-80-4,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 6 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4875,4.8-80-5,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 9 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4876,4.8-80-5,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 9 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4877,4.8-80-5,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 9 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4878,4.8-80-5,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 9 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4879,4.8-80-6,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 13 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4880,4.8-80-6,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 13 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4881,4.8-80-6,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 13 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4882,4.8-80-6,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 13 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4883,4.8-80-7,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 18 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4884,4.8-80-7,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 18 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4885,4.8-80-7,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 18 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4886,4.8-80-7,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 18 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4887,4.8-80-8,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 23 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4888,4.8-80-8,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 23 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4889,4.8-80-8,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 23 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4890,4.8-80-8,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 23 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4891,4.8-80-9,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 30 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4892,4.8-80-9,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 30 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4893,4.8-80-9,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 30 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4894,4.8-80-9,"Кабели до 35 кВ в проложенных трубах, блоках и коробах, кабель, масса 1 м, до 30 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4895,4.8-81-1,"Кабели, подвешиваемые на тросе, кабель, масса 1 м, до 1 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4896,4.8-81-1,"Кабели, подвешиваемые на тросе, кабель, масса 1 м, до 1 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4897,4.8-81-1,"Кабели, подвешиваемые на тросе, кабель, масса 1 м, до 1 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4898,4.8-81-1,"Кабели, подвешиваемые на тросе, кабель, масса 1 м, до 1 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4899,4.8-81-2,"Кабели, подвешиваемые на тросе, кабель, масса 1 м, до 4 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4900,4.8-81-2,"Кабели, подвешиваемые на тросе, кабель, масса 1 м, до 4 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4901,4.8-81-2,"Кабели, подвешиваемые на тросе, кабель, масса 1 м, до 4 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4902,4.8-81-2,"Кабели, подвешиваемые на тросе, кабель, масса 1 м, до 4 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4903,4.8-82-1,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 3 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4904,4.8-82-1,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 3 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4905,4.8-82-1,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 3 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4906,4.8-82-1,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 3 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4907,4.8-82-2,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 6 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4908,4.8-82-2,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 6 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4909,4.8-82-2,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 6 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4910,4.8-82-2,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 6 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4911,4.8-82-3,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 13 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках благоустройства территории,91740844.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4912,4.8-82-3,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 13 кг",100 м кабеля,1,Устройство сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91742212.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4913,4.8-82-3,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 13 кг",100 м кабеля,1,Демонтаж сети наружного освещения (кабель) в рамках благоустройства территории,91743232.0,02.03.03.09 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ,Погонный метр,
4914,4.8-82-3,"Кабели до 35 кВ, прокладываемые по непроходным эстакадам, кабель, масса 1 м, до 13 кг",100 м кабеля,1,Замена сети наружного освещения (кабель) в рамках ремонтно-восстановительных работ на объектах благоустройства,91739417.0,02.06.05.08 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ НАРУЖНОГО ОСВЕЩЕНИЯ ТЕРРИТОРИЙ,Погонный метр,
4915,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Демонтаж пандуса в рамках благоустройства территории,91741619.0,02.03.03.12 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ,Штука,
4916,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Демонтаж пандуса в рамках ремонтно-восстановительных работ на объектах благоустройства,91742665.0,02.06.05.06 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ,Штука,
4917,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Замена пандуса в рамках благоустройства территории,91743575.0,02.03.03.12 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ,Штука,
4918,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Замена пандуса в рамках ремонтно-восстановительных работ на объектах благоустройства,91739183.0,02.06.05.06 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ БЛАГОУСТРОЙСТВА ТЕРРИТОРИЙ ДЛЯ МАЛОМОБИЛЬНЫХ ГРУПП НАСЕЛЕНИЯ,Штука,
4919,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Демонтаж опорной плиты в рамках обустройства объекта,160769866.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
4920,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Замена опорной плиты в рамках обустройства объекта,160769201.0,02.03.09 УСТРОЙСТВО ПЛОСКОСТНЫХ ПАРКОВОК И СПЕЦИАЛИЗИРОВАННЫХ СТОЯНОК,Штука,
4921,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Демонтаж подпорной стены в рамках благоустройства территории,91742526.0,02.03.03.08 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ОРГАНИЗАЦИИ РЕЛЬЕФА,Погонный метр,
4922,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Демонтаж подпорной стены в рамках ремонтно-восстановительных работ на объектах благоустройства,91742772.0,02.06.05.07 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ОРГАНИЗАЦИИ РЕЛЬЕФА ТЕРРИТОРИЙ,Погонный метр,
4923,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Замена подпорной стенки в рамках благоустройства территории,91738830.0,02.03.03.08 ОБУСТРОЙСТВО ТЕРРИТОРИЙ ЭЛЕМЕНТАМИ ОРГАНИЗАЦИИ РЕЛЬЕФА,Погонный метр,
4924,6.52-1-2,Разборка фундаментов бетонных,1 м3,1,Замена подпорной стенки в рамках ремонтно-восстановительных работ на объектах благоустройства,91742210.0,02.06.05.07 РАБОТЫ РЕМОНТНО-ВОССТАНОВИТЕЛЬНЫЕ СВЯЗАННЫЕ С ЭЛЕМЕНТАМИ ОРГАНИЗАЦИИ РЕЛЬЕФА ТЕРРИТОРИЙ,Погонный метр,
